 i0 tic0  idx2 ord1  per2  cnt2  mse2  mae2  mape2 mse3  rmse3 mae3  mape3 
35 duck 7_0  (2, 1, 1)   24   4   105932440.3   15827.3   0.8660000000000001 21186488.06   3881.74574323658 3165.46   0.17320000000000002 
36 duck 7_1  (2, 1, 1)   72   4   181111758.70000002   22874.299999999996   1.2630000000000001 36222351.74   5167.478680653249 4574.859999999999   0.25260000000000005 
37 duck 7_2  (2, 1, 1)   120   4   112457040.5   19302.8   1.056 22491408.1   4358.846348438144 3860.56   0.2112 
38 duck 7_3  (2, 1, 1)   168   4   19038876.1   8021.4   0.438 3807775.22   1836.629312061707 1604.28   0.0876 
39 duck 7_4  (2, 1, 1)   216   4   123618355.70000002   19799.4   1.084 24723671.140000004   4656.131559768021 3959.88   0.21680000000000002 
40 duck 8_0  (1, 1, 2)   24   4   106445143.89999999   15875.100000000002   0.8680000000000001 21289028.779999997   3892.297870380689 3175.0200000000004   0.17360000000000003 
41 duck 8_1  (1, 1, 2)   72   4   180615965.9   22841.100000000002   1.262 36123193.18   5153.6841317992785 4568.22   0.2524 
42 duck 8_2  (1, 1, 2)   120   4   111062491.0   19184.1   1.0499999999999998 22212498.2   4329.410849653345 3836.8199999999997   0.20999999999999996 
43 duck 8_3  (1, 1, 2)   168   4   20564465.2   8453.099999999999   0.46399999999999997 4112893.04   1940.7902451643736 1690.6199999999997   0.0928 
44 duck 8_4  (1, 1, 2)   216   4   120947495.9   19645.699999999997   1.077 24189499.18   4611.434058664632 3929.1399999999994   0.21539999999999998 
45 duck 9_0  (2, 1, 2)   24   4   104491352.0   15563.500000000002   0.8520000000000001 20898270.4   3826.6219691379047 3112.7000000000003   0.17040000000000002 
46 duck 9_1  (2, 1, 2)   72   4   197900596.29999998   23408.100000000002   1.293 39580119.26   5309.521386252103 4681.620000000001   0.2586 
47 duck 9_2  (2, 1, 2)   120   4   129050299.7   19928.800000000003   1.083 25810059.94   4493.943767135928 3985.7600000000007   0.2166 
48 duck 9_3  (2, 1, 2)   168   4   13856725.7   6995.599999999999   0.378 2771345.1399999997   1566.3453178036646 1399.12   0.0756 
49 duck 9_4  (2, 1, 2)   216   4   131785923.2   20101.7   1.0999999999999999 26357184.64   4751.704981685781 4020.34   0.21999999999999997 
