ts0,dt0,hr0,solar,wind,caiso_load,sol_wind,duck
2019-06-14 21:00:00.000000,2019-06-14,21,2,5260,,5262,
2019-06-14 22:00:00.000000,2019-06-14,22,115,5264,,5379,
2019-06-14 23:00:00.000000,2019-06-14,23,115,5074,,5189,
2019-06-15 00:00:00.000000,2019-06-15,0,0,5089,,5089,
2019-06-15 01:00:00.000000,2019-06-15,1,0,4751,,4751,
2019-06-15 02:00:00.000000,2019-06-15,2,0,4552,,4552,
2019-06-15 03:00:00.000000,2019-06-15,3,0,4282,,4282,
2019-06-15 04:00:00.000000,2019-06-15,4,337,4132,,4469,
2019-06-15 05:00:00.000000,2019-06-15,5,337,3781,,4118,
2019-06-15 06:00:00.000000,2019-06-15,6,156,3753,,3909,
2019-06-15 07:00:00.000000,2019-06-15,7,3543,3470,,7013,
2019-06-15 08:00:00.000000,2019-06-15,8,7734,2820,,10554,
2019-06-15 09:00:00.000000,2019-06-15,9,9522,2159,,11681,
2019-06-15 10:00:00.000000,2019-06-15,10,10368,1939,,12307,
2019-06-15 11:00:00.000000,2019-06-15,11,10848,1635,,12483,
2019-06-15 12:00:00.000000,2019-06-15,12,11050,1464,,12514,
2019-06-15 13:00:00.000000,2019-06-15,13,11024,1499,,12523,
2019-06-15 14:00:00.000000,2019-06-15,14,10679,1798,,12477,
2019-06-15 15:00:00.000000,2019-06-15,15,10344,2572,,12916,
2019-06-15 16:00:00.000000,2019-06-15,16,9611,3851,,13462,
2019-06-15 17:00:00.000000,2019-06-15,17,8493,4296,,12789,
2019-06-15 18:00:00.000000,2019-06-15,18,6803,4577,,11380,
2019-06-15 19:00:00.000000,2019-06-15,19,2890,4487,,7377,
2019-06-15 20:00:00.000000,2019-06-15,20,49,4701,,4750,
2019-06-15 21:00:00.000000,2019-06-15,21,11,4808,,4819,
2019-06-15 22:00:00.000000,2019-06-15,22,11,4675,,4686,
2019-06-15 23:00:00.000000,2019-06-15,23,11,4334,,4345,
2019-06-16 00:00:00.000000,2019-06-16,0,0,4244,,4244,
2019-06-16 01:00:00.000000,2019-06-16,1,0,4240,,4240,
2019-06-16 02:00:00.000000,2019-06-16,2,0,3971,,3971,
2019-06-16 03:00:00.000000,2019-06-16,3,0,3560,,3560,
2019-06-16 04:00:00.000000,2019-06-16,4,0,3400,,3400,
2019-06-16 05:00:00.000000,2019-06-16,5,0,3047,,3047,
2019-06-16 06:00:00.000000,2019-06-16,6,170,2654,,2824,
2019-06-16 07:00:00.000000,2019-06-16,7,2987,2694,,5681,
2019-06-16 08:00:00.000000,2019-06-16,8,6774,2448,,9222,
2019-06-16 09:00:00.000000,2019-06-16,9,8373,2057,,10430,
2019-06-16 10:00:00.000000,2019-06-16,10,9389,1982,,11371,
2019-06-16 11:00:00.000000,2019-06-16,11,10020,1762,,11782,
2019-06-16 12:00:00.000000,2019-06-16,12,10308,1728,,12036,
2019-06-16 13:00:00.000000,2019-06-16,13,10004,1407,,11411,
2019-06-16 14:00:00.000000,2019-06-16,14,9537,1679,,11216,
2019-06-16 15:00:00.000000,2019-06-16,15,9685,2251,,11936,
2019-06-16 16:00:00.000000,2019-06-16,16,8792,2730,,11522,
2019-06-16 17:00:00.000000,2019-06-16,17,8367,2996,,11363,
2019-06-16 18:00:00.000000,2019-06-16,18,6370,3556,,9926,
2019-06-16 19:00:00.000000,2019-06-16,19,2807,3882,,6689,
2019-06-16 20:00:00.000000,2019-06-16,20,98,4265,,4363,
2019-06-16 21:00:00.000000,2019-06-16,21,5,4487,,4492,
2019-06-16 22:00:00.000000,2019-06-16,22,5,4584,,4589,
2019-06-16 23:00:00.000000,2019-06-16,23,5,4579,,4584,
2019-06-17 00:00:00.000000,2019-06-17,0,0,4479,,4479,
2019-06-17 01:00:00.000000,2019-06-17,1,0,4197,,4197,
2019-06-17 02:00:00.000000,2019-06-17,2,0,3616,,3616,
2019-06-17 03:00:00.000000,2019-06-17,3,0,2789,,2789,
2019-06-17 04:00:00.000000,2019-06-17,4,0,2694,,2694,
2019-06-17 05:00:00.000000,2019-06-17,5,0,2629,,2629,
2019-06-17 06:00:00.000000,2019-06-17,6,134,2484,,2618,
2019-06-17 07:00:00.000000,2019-06-17,7,2781,1916,,4697,
2019-06-17 08:00:00.000000,2019-06-17,8,6629,1328,,7957,
2019-06-17 09:00:00.000000,2019-06-17,9,9091,862,,9953,
2019-06-17 10:00:00.000000,2019-06-17,10,9861,807,,10668,
2019-06-17 11:00:00.000000,2019-06-17,11,10654,910,,11564,
2019-06-17 12:00:00.000000,2019-06-17,12,10962,758,,11720,
2019-06-17 13:00:00.000000,2019-06-17,13,11049,861,,11910,
2019-06-17 14:00:00.000000,2019-06-17,14,10941,1117,,12058,
2019-06-17 15:00:00.000000,2019-06-17,15,10737,1452,,12189,
2019-06-17 16:00:00.000000,2019-06-17,16,9793,1988,,11781,
2019-06-17 17:00:00.000000,2019-06-17,17,8882,2741,,11623,
2019-06-17 18:00:00.000000,2019-06-17,18,5856,3329,,9185,
2019-06-17 19:00:00.000000,2019-06-17,19,1929,3281,,5210,
2019-06-17 20:00:00.000000,2019-06-17,20,63,3536,,3599,
2019-06-17 21:00:00.000000,2019-06-17,21,5,3825,,3830,
2019-06-17 22:00:00.000000,2019-06-17,22,5,3396,,3401,
2019-06-17 23:00:00.000000,2019-06-17,23,5,3145,,3150,
2019-06-18 00:00:00.000000,2019-06-18,0,0,3079,,3079,
2019-06-18 01:00:00.000000,2019-06-18,1,0,2378,,2378,
2019-06-18 02:00:00.000000,2019-06-18,2,0,2389,,2389,
2019-06-18 03:00:00.000000,2019-06-18,3,0,2145,,2145,
2019-06-18 04:00:00.000000,2019-06-18,4,0,2108,,2108,
2019-06-18 05:00:00.000000,2019-06-18,5,0,2080,,2080,
2019-06-18 06:00:00.000000,2019-06-18,6,172,1892,,2064,
2019-06-18 07:00:00.000000,2019-06-18,7,3410,1382,,4792,
2019-06-18 08:00:00.000000,2019-06-18,8,7534,1008,,8542,
2019-06-18 09:00:00.000000,2019-06-18,9,9376,817,,10193,
2019-06-18 10:00:00.000000,2019-06-18,10,10260,739,,10999,
2019-06-18 11:00:00.000000,2019-06-18,11,10801,636,,11437,
2019-06-18 12:00:00.000000,2019-06-18,12,11002,736,,11738,
2019-06-18 13:00:00.000000,2019-06-18,13,10998,868,,11866,
2019-06-18 14:00:00.000000,2019-06-18,14,10856,1004,,11860,
2019-06-18 15:00:00.000000,2019-06-18,15,10338,1305,,11643,
2019-06-18 16:00:00.000000,2019-06-18,16,9192,2186,,11378,
2019-06-18 17:00:00.000000,2019-06-18,17,8764,2995,,11759,
2019-06-18 18:00:00.000000,2019-06-18,18,6621,3351,,9972,
2019-06-18 19:00:00.000000,2019-06-18,19,3111,3832,,6943,
2019-06-18 20:00:00.000000,2019-06-18,20,306,4085,,4391,
2019-06-18 21:00:00.000000,2019-06-18,21,119,4354,,4473,
2019-06-18 22:00:00.000000,2019-06-18,22,76,4301,,4377,
2019-06-18 23:00:00.000000,2019-06-18,23,76,4214,,4290,
2019-06-19 00:00:00.000000,2019-06-19,0,0,4097,,4097,
2019-06-19 01:00:00.000000,2019-06-19,1,0,4144,,4144,
2019-06-19 02:00:00.000000,2019-06-19,2,0,4030,,4030,
2019-06-19 03:00:00.000000,2019-06-19,3,0,3801,,3801,
2019-06-19 04:00:00.000000,2019-06-19,4,0,3606,,3606,
2019-06-19 05:00:00.000000,2019-06-19,5,0,3326,,3326,
2019-06-19 06:00:00.000000,2019-06-19,6,198,3098,,3296,
2019-06-19 07:00:00.000000,2019-06-19,7,3563,2762,,6325,
2019-06-19 08:00:00.000000,2019-06-19,8,7723,2360,,10083,
2019-06-19 09:00:00.000000,2019-06-19,9,9411,1983,,11394,
2019-06-19 10:00:00.000000,2019-06-19,10,10120,1831,,11951,
2019-06-19 11:00:00.000000,2019-06-19,11,10484,1622,,12106,
2019-06-19 12:00:00.000000,2019-06-19,12,10914,1357,,12271,
2019-06-19 13:00:00.000000,2019-06-19,13,10946,1332,,12278,
2019-06-19 14:00:00.000000,2019-06-19,14,10437,1632,,12069,
2019-06-19 15:00:00.000000,2019-06-19,15,10571,2331,,12902,
2019-06-19 16:00:00.000000,2019-06-19,16,10106,3152,,13258,
2019-06-19 17:00:00.000000,2019-06-19,17,9222,3917,,13139,
2019-06-19 18:00:00.000000,2019-06-19,18,7193,4325,,11518,
2019-06-19 19:00:00.000000,2019-06-19,19,3072,4341,,7413,
2019-06-19 20:00:00.000000,2019-06-19,20,136,4525,,4661,
2019-06-19 21:00:00.000000,2019-06-19,21,11,4456,,4467,
2019-06-19 22:00:00.000000,2019-06-19,22,11,4388,,4399,
2019-06-19 23:00:00.000000,2019-06-19,23,11,4397,,4408,
2019-06-20 00:00:00.000000,2019-06-20,0,0,4559,,4559,
2019-06-20 01:00:00.000000,2019-06-20,1,0,4521,,4521,
2019-06-20 02:00:00.000000,2019-06-20,2,0,4609,,4609,
2019-06-20 03:00:00.000000,2019-06-20,3,0,4572,,4572,
2019-06-20 04:00:00.000000,2019-06-20,4,0,4446,,4446,
2019-06-20 05:00:00.000000,2019-06-20,5,0,4488,,4488,
2019-06-20 06:00:00.000000,2019-06-20,6,166,4272,,4438,
2019-06-20 07:00:00.000000,2019-06-20,7,3679,4304,,7983,
2019-06-20 08:00:00.000000,2019-06-20,8,7912,4145,,12057,
2019-06-20 09:00:00.000000,2019-06-20,9,9536,4113,,13649,
2019-06-20 10:00:00.000000,2019-06-20,10,10341,3850,,14191,
2019-06-20 11:00:00.000000,2019-06-20,11,10852,3757,,14609,
2019-06-20 12:00:00.000000,2019-06-20,12,11042,3796,,14838,
2019-06-20 13:00:00.000000,2019-06-20,13,11074,4270,,15344,
2019-06-20 14:00:00.000000,2019-06-20,14,10950,4317,,15267,
2019-06-20 15:00:00.000000,2019-06-20,15,10363,4613,,14976,
2019-06-20 16:00:00.000000,2019-06-20,16,9777,4237,,14014,
2019-06-20 17:00:00.000000,2019-06-20,17,8775,3875,,12650,
2019-06-20 18:00:00.000000,2019-06-20,18,6846,3673,,10519,
2019-06-20 19:00:00.000000,2019-06-20,19,2793,3654,,6447,
2019-06-20 20:00:00.000000,2019-06-20,20,106,3446,,3552,
2019-06-20 21:00:00.000000,2019-06-20,21,0,3776,,3776,
2019-06-20 22:00:00.000000,2019-06-20,22,0,4027,,4027,
2019-06-20 23:00:00.000000,2019-06-20,23,0,4478,,4478,
2019-06-21 00:00:00.000000,2019-06-21,0,0,4739,,4739,
2019-06-21 01:00:00.000000,2019-06-21,1,0,4496,,4496,
2019-06-21 02:00:00.000000,2019-06-21,2,0,3928,,3928,
2019-06-21 03:00:00.000000,2019-06-21,3,0,3774,,3774,
2019-06-21 04:00:00.000000,2019-06-21,4,0,3522,,3522,
2019-06-21 05:00:00.000000,2019-06-21,5,0,3115,,3115,
2019-06-21 06:00:00.000000,2019-06-21,6,168,2784,,2952,
2019-06-21 07:00:00.000000,2019-06-21,7,3429,2609,,6038,
2019-06-21 08:00:00.000000,2019-06-21,8,7587,3382,,10969,
2019-06-21 09:00:00.000000,2019-06-21,9,9420,3841,,13261,
2019-06-21 10:00:00.000000,2019-06-21,10,10043,3844,,13887,
2019-06-21 11:00:00.000000,2019-06-21,11,10058,3902,,13960,
2019-06-21 12:00:00.000000,2019-06-21,12,10731,3850,,14581,
2019-06-21 13:00:00.000000,2019-06-21,13,11126,3551,,14677,
2019-06-21 14:00:00.000000,2019-06-21,14,11055,3412,,14467,
2019-06-21 15:00:00.000000,2019-06-21,15,10524,3363,,13887,
2019-06-21 16:00:00.000000,2019-06-21,16,9880,3442,,13322,
2019-06-21 17:00:00.000000,2019-06-21,17,9160,3432,,12592,
2019-06-21 18:00:00.000000,2019-06-21,18,7216,4186,,11402,
2019-06-21 19:00:00.000000,2019-06-21,19,3082,4332,,7414,
2019-06-21 20:00:00.000000,2019-06-21,20,129,3756,,3885,
2019-06-21 21:00:00.000000,2019-06-21,21,0,4462,,4462,
2019-06-21 22:00:00.000000,2019-06-21,22,0,4447,,4447,
2019-06-21 23:00:00.000000,2019-06-21,23,0,4484,,4484,
2019-06-22 00:00:00.000000,2019-06-22,0,0,4440,,4440,
2019-06-22 01:00:00.000000,2019-06-22,1,0,4519,,4519,
2019-06-22 02:00:00.000000,2019-06-22,2,0,4420,,4420,
2019-06-22 03:00:00.000000,2019-06-22,3,0,4139,,4139,
2019-06-22 04:00:00.000000,2019-06-22,4,0,3391,,3391,
2019-06-22 05:00:00.000000,2019-06-22,5,0,2939,,2939,
2019-06-22 06:00:00.000000,2019-06-22,6,162,2509,,2671,
2019-06-22 07:00:00.000000,2019-06-22,7,3597,1720,,5317,
2019-06-22 08:00:00.000000,2019-06-22,8,7849,1220,,9069,
2019-06-22 09:00:00.000000,2019-06-22,9,9587,1165,,10752,
2019-06-22 10:00:00.000000,2019-06-22,10,10429,1710,,12139,
2019-06-22 11:00:00.000000,2019-06-22,11,10928,1618,,12546,
2019-06-22 12:00:00.000000,2019-06-22,12,11129,1507,,12636,
2019-06-22 13:00:00.000000,2019-06-22,13,11136,1382,,12518,
2019-06-22 14:00:00.000000,2019-06-22,14,11106,1208,,12314,
2019-06-22 15:00:00.000000,2019-06-22,15,10846,1212,,12058,
2019-06-22 16:00:00.000000,2019-06-22,16,10379,1055,,11434,
2019-06-22 17:00:00.000000,2019-06-22,17,9470,1563,,11033,
2019-06-22 18:00:00.000000,2019-06-22,18,7496,2134,,9630,
2019-06-22 19:00:00.000000,2019-06-22,19,3293,2610,,5903,
2019-06-22 20:00:00.000000,2019-06-22,20,191,3029,,3220,
2019-06-22 21:00:00.000000,2019-06-22,21,0,3047,,3047,
2019-06-22 22:00:00.000000,2019-06-22,22,0,2904,,2904,
2019-06-22 23:00:00.000000,2019-06-22,23,0,3077,,3077,
2019-06-23 00:00:00.000000,2019-06-23,0,0,2644,,2644,
2019-06-23 01:00:00.000000,2019-06-23,1,0,2192,,2192,
2019-06-23 02:00:00.000000,2019-06-23,2,0,2050,,2050,
2019-06-23 03:00:00.000000,2019-06-23,3,0,1583,,1583,
2019-06-23 04:00:00.000000,2019-06-23,4,0,1484,,1484,
2019-06-23 05:00:00.000000,2019-06-23,5,0,1214,,1214,
2019-06-23 06:00:00.000000,2019-06-23,6,181,958,,1139,
2019-06-23 07:00:00.000000,2019-06-23,7,3668,561,,4229,
2019-06-23 08:00:00.000000,2019-06-23,8,7951,277,,8228,
2019-06-23 09:00:00.000000,2019-06-23,9,9620,232,,9852,
2019-06-23 10:00:00.000000,2019-06-23,10,10352,254,,10606,
2019-06-23 11:00:00.000000,2019-06-23,11,10854,433,,11287,
2019-06-23 12:00:00.000000,2019-06-23,12,11017,450,,11467,
2019-06-23 13:00:00.000000,2019-06-23,13,11079,458,,11537,
2019-06-23 14:00:00.000000,2019-06-23,14,11070,577,,11647,
2019-06-23 15:00:00.000000,2019-06-23,15,10826,816,,11642,
2019-06-23 16:00:00.000000,2019-06-23,16,10315,1376,,11691,
2019-06-23 17:00:00.000000,2019-06-23,17,9463,1958,,11421,
2019-06-23 18:00:00.000000,2019-06-23,18,7521,2529,,10050,
2019-06-23 19:00:00.000000,2019-06-23,19,3333,2382,,5715,
2019-06-23 20:00:00.000000,2019-06-23,20,187,2347,,2534,
2019-06-23 21:00:00.000000,2019-06-23,21,0,2591,,2591,
2019-06-23 22:00:00.000000,2019-06-23,22,0,2731,,2731,
2019-06-23 23:00:00.000000,2019-06-23,23,0,3065,,3065,
2019-06-24 00:00:00.000000,2019-06-24,0,0,3475,,3475,
2019-06-24 01:00:00.000000,2019-06-24,1,0,3351,,3351,
2019-06-24 02:00:00.000000,2019-06-24,2,0,3247,,3247,
2019-06-24 03:00:00.000000,2019-06-24,3,0,3331,,3331,
2019-06-24 04:00:00.000000,2019-06-24,4,0,3058,,3058,
2019-06-24 05:00:00.000000,2019-06-24,5,0,2621,,2621,
2019-06-24 06:00:00.000000,2019-06-24,6,171,2561,,2732,
2019-06-24 07:00:00.000000,2019-06-24,7,3689,1996,,5685,
2019-06-24 08:00:00.000000,2019-06-24,8,8027,1600,,9627,
2019-06-24 09:00:00.000000,2019-06-24,9,9642,1295,,10937,
2019-06-24 10:00:00.000000,2019-06-24,10,10395,949,,11344,
2019-06-24 11:00:00.000000,2019-06-24,11,10847,660,,11507,
2019-06-24 12:00:00.000000,2019-06-24,12,11064,598,,11662,
2019-06-24 13:00:00.000000,2019-06-24,13,11048,742,,11790,
2019-06-24 14:00:00.000000,2019-06-24,14,10917,1176,,12093,
2019-06-24 15:00:00.000000,2019-06-24,15,10709,1604,,12313,
2019-06-24 16:00:00.000000,2019-06-24,16,10192,2183,,12375,
2019-06-24 17:00:00.000000,2019-06-24,17,9231,2476,,11707,
2019-06-24 18:00:00.000000,2019-06-24,18,7308,2611,,9919,
2019-06-24 19:00:00.000000,2019-06-24,19,2892,2458,,5350,
2019-06-24 20:00:00.000000,2019-06-24,20,99,2261,,2360,
2019-06-24 21:00:00.000000,2019-06-24,21,0,2799,,2799,
2019-06-24 22:00:00.000000,2019-06-24,22,0,2904,,2904,
2019-06-24 23:00:00.000000,2019-06-24,23,0,3175,,3175,
2019-06-25 00:00:00.000000,2019-06-25,0,0,3207,,3207,
2019-06-25 01:00:00.000000,2019-06-25,1,0,3264,,3264,
2019-06-25 02:00:00.000000,2019-06-25,2,0,3225,,3225,
2019-06-25 03:00:00.000000,2019-06-25,3,0,3094,,3094,
2019-06-25 04:00:00.000000,2019-06-25,4,0,2969,,2969,
2019-06-25 05:00:00.000000,2019-06-25,5,0,2907,,2907,
2019-06-25 06:00:00.000000,2019-06-25,6,169,2731,,2900,
2019-06-25 07:00:00.000000,2019-06-25,7,2979,2486,,5465,
2019-06-25 08:00:00.000000,2019-06-25,8,6786,2531,,9317,
2019-06-25 09:00:00.000000,2019-06-25,9,8636,2452,,11088,
2019-06-25 10:00:00.000000,2019-06-25,10,9119,2180,,11299,
2019-06-25 11:00:00.000000,2019-06-25,11,9646,2060,,11706,
2019-06-25 12:00:00.000000,2019-06-25,12,10181,2079,,12260,
2019-06-25 13:00:00.000000,2019-06-25,13,9891,1949,,11840,
2019-06-25 14:00:00.000000,2019-06-25,14,9883,2273,,12156,
2019-06-25 15:00:00.000000,2019-06-25,15,9743,2702,,12445,
2019-06-25 16:00:00.000000,2019-06-25,16,9536,2852,,12388,
2019-06-25 17:00:00.000000,2019-06-25,17,8597,3190,,11787,
2019-06-25 18:00:00.000000,2019-06-25,18,6688,3285,,9973,
2019-06-25 19:00:00.000000,2019-06-25,19,2877,3283,,6160,
2019-06-25 20:00:00.000000,2019-06-25,20,112,3292,,3404,
2019-06-25 21:00:00.000000,2019-06-25,21,0,3456,,3456,
2019-06-25 22:00:00.000000,2019-06-25,22,0,3497,,3497,
2019-06-25 23:00:00.000000,2019-06-25,23,0,3697,,3697,
2019-06-26 00:00:00.000000,2019-06-26,0,0,3795,,3795,
2019-06-26 01:00:00.000000,2019-06-26,1,0,3856,,3856,
2019-06-26 02:00:00.000000,2019-06-26,2,0,3825,,3825,
2019-06-26 03:00:00.000000,2019-06-26,3,0,3808,,3808,
2019-06-26 04:00:00.000000,2019-06-26,4,0,3725,,3725,
2019-06-26 05:00:00.000000,2019-06-26,5,0,3588,,3588,
2019-06-26 06:00:00.000000,2019-06-26,6,129,3315,,3444,
2019-06-26 07:00:00.000000,2019-06-26,7,3188,3180,,6368,
2019-06-26 08:00:00.000000,2019-06-26,8,7321,2924,,10245,
2019-06-26 09:00:00.000000,2019-06-26,9,8946,2563,,11509,
2019-06-26 10:00:00.000000,2019-06-26,10,10106,2525,,12631,
2019-06-26 11:00:00.000000,2019-06-26,11,10742,2658,,13400,
2019-06-26 12:00:00.000000,2019-06-26,12,11103,2873,,13976,
2019-06-26 13:00:00.000000,2019-06-26,13,11125,3066,,14191,
2019-06-26 14:00:00.000000,2019-06-26,14,11088,3334,,14422,
2019-06-26 15:00:00.000000,2019-06-26,15,10863,3577,,14440,
2019-06-26 16:00:00.000000,2019-06-26,16,10345,4012,,14357,
2019-06-26 17:00:00.000000,2019-06-26,17,9417,4394,,13811,
2019-06-26 18:00:00.000000,2019-06-26,18,7521,4564,,12085,
2019-06-26 19:00:00.000000,2019-06-26,19,3219,4546,,7765,
2019-06-26 20:00:00.000000,2019-06-26,20,257,4356,,4613,
2019-06-26 21:00:00.000000,2019-06-26,21,0,4373,,4373,
2019-06-26 22:00:00.000000,2019-06-26,22,0,3839,,3839,
2019-06-26 23:00:00.000000,2019-06-26,23,0,3616,,3616,
2019-06-27 00:00:00.000000,2019-06-27,0,0,3631,,3631,
2019-06-27 01:00:00.000000,2019-06-27,1,0,3274,,3274,
2019-06-27 02:00:00.000000,2019-06-27,2,0,3477,,3477,
2019-06-27 03:00:00.000000,2019-06-27,3,0,3487,,3487,
2019-06-27 04:00:00.000000,2019-06-27,4,0,3353,,3353,
2019-06-27 05:00:00.000000,2019-06-27,5,0,3053,,3053,
2019-06-27 06:00:00.000000,2019-06-27,6,136,2758,,2894,
2019-06-27 07:00:00.000000,2019-06-27,7,3469,2581,,6050,
2019-06-27 08:00:00.000000,2019-06-27,8,7873,2536,,10409,
2019-06-27 09:00:00.000000,2019-06-27,9,9541,2441,,11982,
2019-06-27 10:00:00.000000,2019-06-27,10,10527,2338,,12865,
2019-06-27 11:00:00.000000,2019-06-27,11,11041,1705,,12746,
2019-06-27 12:00:00.000000,2019-06-27,12,11224,1470,,12694,
2019-06-27 13:00:00.000000,2019-06-27,13,11219,1621,,12840,
2019-06-27 14:00:00.000000,2019-06-27,14,11244,2218,,13462,
2019-06-27 15:00:00.000000,2019-06-27,15,10962,2586,,13548,
2019-06-27 16:00:00.000000,2019-06-27,16,10470,3146,,13616,
2019-06-27 17:00:00.000000,2019-06-27,17,9518,3207,,12725,
2019-06-27 18:00:00.000000,2019-06-27,18,7678,3471,,11149,
2019-06-27 19:00:00.000000,2019-06-27,19,3526,3305,,6831,
2019-06-27 20:00:00.000000,2019-06-27,20,199,3555,,3754,
2019-06-27 21:00:00.000000,2019-06-27,21,0,3568,,3568,
2019-06-27 22:00:00.000000,2019-06-27,22,0,3836,,3836,
2019-06-27 23:00:00.000000,2019-06-27,23,0,3453,,3453,
2019-06-28 00:00:00.000000,2019-06-28,0,0,3400,,3400,
2019-06-28 01:00:00.000000,2019-06-28,1,0,3673,,3673,
2019-06-28 02:00:00.000000,2019-06-28,2,0,3484,,3484,
2019-06-28 03:00:00.000000,2019-06-28,3,0,3133,,3133,
2019-06-28 04:00:00.000000,2019-06-28,4,0,2556,,2556,
2019-06-28 05:00:00.000000,2019-06-28,5,0,1968,,1968,
2019-06-28 06:00:00.000000,2019-06-28,6,129,1942,,2071,
2019-06-28 07:00:00.000000,2019-06-28,7,3636,1627,,5263,
2019-06-28 08:00:00.000000,2019-06-28,8,8098,1468,,9566,
2019-06-28 09:00:00.000000,2019-06-28,9,9735,1260,,10995,
2019-06-28 10:00:00.000000,2019-06-28,10,10496,956,,11452,
2019-06-28 11:00:00.000000,2019-06-28,11,10951,734,,11685,
2019-06-28 12:00:00.000000,2019-06-28,12,11145,602,,11747,
2019-06-28 13:00:00.000000,2019-06-28,13,11104,783,,11887,
2019-06-28 14:00:00.000000,2019-06-28,14,10649,1122,,11771,
2019-06-28 15:00:00.000000,2019-06-28,15,9978,1419,,11397,
2019-06-28 16:00:00.000000,2019-06-28,16,9520,2047,,11567,
2019-06-28 17:00:00.000000,2019-06-28,17,8143,2626,,10769,
2019-06-28 18:00:00.000000,2019-06-28,18,5829,3081,,8910,
2019-06-28 19:00:00.000000,2019-06-28,19,2821,3263,,6084,
2019-06-28 20:00:00.000000,2019-06-28,20,169,3324,,3493,
2019-06-28 21:00:00.000000,2019-06-28,21,0,2879,,2879,
2019-06-28 22:00:00.000000,2019-06-28,22,0,2791,,2791,
2019-06-28 23:00:00.000000,2019-06-28,23,0,3265,,3265,
2019-06-29 00:00:00.000000,2019-06-29,0,0,3409,,3409,
2019-06-29 01:00:00.000000,2019-06-29,1,0,3445,,3445,
2019-06-29 02:00:00.000000,2019-06-29,2,0,3634,,3634,
2019-06-29 03:00:00.000000,2019-06-29,3,0,3179,,3179,
2019-06-29 04:00:00.000000,2019-06-29,4,0,2539,,2539,
2019-06-29 05:00:00.000000,2019-06-29,5,0,2553,,2553,
2019-06-29 06:00:00.000000,2019-06-29,6,72,2232,,2304,
2019-06-29 07:00:00.000000,2019-06-29,7,2587,1629,,4216,
2019-06-29 08:00:00.000000,2019-06-29,8,5697,1113,,6810,
2019-06-29 09:00:00.000000,2019-06-29,9,7327,892,,8219,
2019-06-29 10:00:00.000000,2019-06-29,10,7586,807,,8393,
2019-06-29 11:00:00.000000,2019-06-29,11,8325,779,,9104,
2019-06-29 12:00:00.000000,2019-06-29,12,8643,930,,9573,
2019-06-29 13:00:00.000000,2019-06-29,13,9292,1059,,10351,
2019-06-29 14:00:00.000000,2019-06-29,14,9100,1517,,10617,
2019-06-29 15:00:00.000000,2019-06-29,15,8878,1999,,10877,
2019-06-29 16:00:00.000000,2019-06-29,16,7360,2033,,9393,
2019-06-29 17:00:00.000000,2019-06-29,17,6048,2268,,8316,
2019-06-29 18:00:00.000000,2019-06-29,18,4142,2510,,6652,
2019-06-29 19:00:00.000000,2019-06-29,19,1941,2479,,4420,
2019-06-29 20:00:00.000000,2019-06-29,20,113,2606,,2719,
2019-06-29 21:00:00.000000,2019-06-29,21,0,3032,,3032,
2019-06-29 22:00:00.000000,2019-06-29,22,0,2603,,2603,
2019-06-29 23:00:00.000000,2019-06-29,23,0,2346,,2346,
2019-06-30 00:00:00.000000,2019-06-30,0,0,2899,,2899,
2019-06-30 01:00:00.000000,2019-06-30,1,0,3370,,3370,
2019-06-30 02:00:00.000000,2019-06-30,2,0,3179,,3179,
2019-06-30 03:00:00.000000,2019-06-30,3,0,2837,,2837,
2019-06-30 04:00:00.000000,2019-06-30,4,0,2867,,2867,
2019-06-30 05:00:00.000000,2019-06-30,5,0,2796,,2796,
2019-06-30 06:00:00.000000,2019-06-30,6,49,2767,,2816,
2019-06-30 07:00:00.000000,2019-06-30,7,2479,2189,,4668,
2019-06-30 08:00:00.000000,2019-06-30,8,6028,2001,,8029,
2019-06-30 09:00:00.000000,2019-06-30,9,7801,1796,,9597,
2019-06-30 10:00:00.000000,2019-06-30,10,9298,1389,,10687,
2019-06-30 11:00:00.000000,2019-06-30,11,9990,1313,,11303,
2019-06-30 12:00:00.000000,2019-06-30,12,10065,1401,,11466,
2019-06-30 13:00:00.000000,2019-06-30,13,10492,1581,,12073,
2019-06-30 14:00:00.000000,2019-06-30,14,11066,2078,,13144,
2019-06-30 15:00:00.000000,2019-06-30,15,10768,2373,,13141,
2019-06-30 16:00:00.000000,2019-06-30,16,10310,2832,,13142,
2019-06-30 17:00:00.000000,2019-06-30,17,9278,2902,,12180,
2019-06-30 18:00:00.000000,2019-06-30,18,7449,3469,,10918,
2019-06-30 19:00:00.000000,2019-06-30,19,3453,3719,,7172,
2019-06-30 20:00:00.000000,2019-06-30,20,210,3721,,3931,
2019-06-30 21:00:00.000000,2019-06-30,21,0,3780,,3780,
2019-06-30 22:00:00.000000,2019-06-30,22,0,3819,,3819,
2019-06-30 23:00:00.000000,2019-06-30,23,0,4082,,4082,
2019-07-01 00:00:00.000000,2019-07-01,0,0,4330,,4330,
2019-07-01 01:00:00.000000,2019-07-01,1,0,3964,,3964,
2019-07-01 02:00:00.000000,2019-07-01,2,0,4058,,4058,
2019-07-01 03:00:00.000000,2019-07-01,3,0,4159,,4159,
2019-07-01 04:00:00.000000,2019-07-01,4,0,3914,,3914,
2019-07-01 05:00:00.000000,2019-07-01,5,0,3737,,3737,
2019-07-01 06:00:00.000000,2019-07-01,6,121,3585,,3706,
