ts0,dt0,hr0,solar,wind,caiso_load,sol_wind,duck
2019-01-01 00:00:00.000000,2019-01-01,0,0,2810,,2810,
2019-01-01 01:00:00.000000,2019-01-01,1,0,2554,,2554,
2019-01-01 02:00:00.000000,2019-01-01,2,0,2391,,2391,
2019-01-01 03:00:00.000000,2019-01-01,3,0,2455,,2455,
2019-01-01 04:00:00.000000,2019-01-01,4,0,2322,,2322,
2019-01-01 05:00:00.000000,2019-01-01,5,0,2221,,2221,
2019-01-01 06:00:00.000000,2019-01-01,6,0,2109,,2109,
2019-01-01 07:00:00.000000,2019-01-01,7,50,2026,,2076,
2019-01-01 08:00:00.000000,2019-01-01,8,2921,1897,,4818,
2019-01-01 09:00:00.000000,2019-01-01,9,6691,2012,,8703,
2019-01-01 10:00:00.000000,2019-01-01,10,8232,1766,,9998,
2019-01-01 11:00:00.000000,2019-01-01,11,8230,2095,,10325,
2019-01-01 12:00:00.000000,2019-01-01,12,8135,1847,,9982,
2019-01-01 13:00:00.000000,2019-01-01,13,8250,1617,,9867,
2019-01-01 14:00:00.000000,2019-01-01,14,8187,1202,,9389,
2019-01-01 15:00:00.000000,2019-01-01,15,6785,942,,7727,
2019-01-01 16:00:00.000000,2019-01-01,16,2603,582,,3185,
2019-01-01 17:00:00.000000,2019-01-01,17,17,499,,516,
2019-01-01 18:00:00.000000,2019-01-01,18,2,441,,443,
2019-01-01 19:00:00.000000,2019-01-01,19,2,381,,383,
2019-01-01 20:00:00.000000,2019-01-01,20,2,375,,377,
2019-01-01 21:00:00.000000,2019-01-01,21,2,350,,352,
2019-01-01 22:00:00.000000,2019-01-01,22,2,293,,295,
2019-01-01 23:00:00.000000,2019-01-01,23,2,234,,236,
2019-01-02 00:00:00.000000,2019-01-02,0,,,,,
2019-01-02 01:00:00.000000,2019-01-02,1,,,,,
2019-01-02 02:00:00.000000,2019-01-02,2,,,,,
2019-01-02 03:00:00.000000,2019-01-02,3,,,,,
2019-01-02 04:00:00.000000,2019-01-02,4,,,,,
2019-01-02 05:00:00.000000,2019-01-02,5,,,,,
2019-01-02 06:00:00.000000,2019-01-02,6,,,,,
2019-01-02 07:00:00.000000,2019-01-02,7,,,,,
2019-01-02 08:00:00.000000,2019-01-02,8,,,,,
2019-01-02 09:00:00.000000,2019-01-02,9,,,,,
2019-01-02 10:00:00.000000,2019-01-02,10,,,,,
2019-01-02 11:00:00.000000,2019-01-02,11,,,,,
2019-01-02 12:00:00.000000,2019-01-02,12,,,,,
2019-01-02 13:00:00.000000,2019-01-02,13,,,,,
2019-01-02 14:00:00.000000,2019-01-02,14,,,,,
2019-01-02 15:00:00.000000,2019-01-02,15,,,,,
2019-01-02 16:00:00.000000,2019-01-02,16,,,,,
2019-01-02 17:00:00.000000,2019-01-02,17,,,,,
2019-01-02 18:00:00.000000,2019-01-02,18,,,,,
2019-01-02 19:00:00.000000,2019-01-02,19,,,,,
2019-01-02 20:00:00.000000,2019-01-02,20,,,,,
2019-01-02 21:00:00.000000,2019-01-02,21,,,,,
2019-01-02 22:00:00.000000,2019-01-02,22,,,,,
2019-01-02 23:00:00.000000,2019-01-02,23,,,,,
2019-01-03 00:00:00.000000,2019-01-03,0,0,594,,594,
2019-01-03 01:00:00.000000,2019-01-03,1,0,672,,672,
2019-01-03 02:00:00.000000,2019-01-03,2,0,665,,665,
2019-01-03 03:00:00.000000,2019-01-03,3,0,549,,549,
2019-01-03 04:00:00.000000,2019-01-03,4,0,549,,549,
2019-01-03 05:00:00.000000,2019-01-03,5,0,368,,368,
2019-01-03 06:00:00.000000,2019-01-03,6,0,510,,510,
2019-01-03 07:00:00.000000,2019-01-03,7,43,477,,520,
2019-01-03 08:00:00.000000,2019-01-03,8,3051,462,,3513,
2019-01-03 09:00:00.000000,2019-01-03,9,7158,400,,7558,
2019-01-03 10:00:00.000000,2019-01-03,10,8174,348,,8522,
2019-01-03 11:00:00.000000,2019-01-03,11,8147,372,,8519,
2019-01-03 12:00:00.000000,2019-01-03,12,8084,395,,8479,
2019-01-03 13:00:00.000000,2019-01-03,13,8157,398,,8555,
2019-01-03 14:00:00.000000,2019-01-03,14,8103,370,,8473,
2019-01-03 15:00:00.000000,2019-01-03,15,6963,342,,7305,
2019-01-03 16:00:00.000000,2019-01-03,16,2758,330,,3088,
2019-01-03 17:00:00.000000,2019-01-03,17,238,270,,508,
2019-01-03 18:00:00.000000,2019-01-03,18,153,337,,490,
2019-01-03 19:00:00.000000,2019-01-03,19,153,356,,509,
2019-01-03 20:00:00.000000,2019-01-03,20,153,384,,537,
2019-01-03 21:00:00.000000,2019-01-03,21,153,381,,534,
2019-01-03 22:00:00.000000,2019-01-03,22,153,383,,536,
2019-01-03 23:00:00.000000,2019-01-03,23,153,364,,517,
2019-01-04 00:00:00.000000,2019-01-04,0,0,351,,351,
2019-01-04 01:00:00.000000,2019-01-04,1,0,341,,341,
2019-01-04 02:00:00.000000,2019-01-04,2,0,380,,380,
2019-01-04 03:00:00.000000,2019-01-04,3,0,422,,422,
2019-01-04 04:00:00.000000,2019-01-04,4,0,403,,403,
2019-01-04 05:00:00.000000,2019-01-04,5,0,358,,358,
2019-01-04 06:00:00.000000,2019-01-04,6,0,325,,325,
2019-01-04 07:00:00.000000,2019-01-04,7,37,247,,284,
2019-01-04 08:00:00.000000,2019-01-04,8,3202,249,,3451,
2019-01-04 09:00:00.000000,2019-01-04,9,7224,210,,7434,
2019-01-04 10:00:00.000000,2019-01-04,10,8163,220,,8383,
2019-01-04 11:00:00.000000,2019-01-04,11,8175,227,,8402,
2019-01-04 12:00:00.000000,2019-01-04,12,8081,218,,8299,
2019-01-04 13:00:00.000000,2019-01-04,13,8219,244,,8463,
2019-01-04 14:00:00.000000,2019-01-04,14,8176,66,,8242,
2019-01-04 15:00:00.000000,2019-01-04,15,7042,75,,7117,
2019-01-04 16:00:00.000000,2019-01-04,16,2882,190,,3072,
2019-01-04 17:00:00.000000,2019-01-04,17,33,235,,268,
2019-01-04 18:00:00.000000,2019-01-04,18,1,263,,264,
2019-01-04 19:00:00.000000,2019-01-04,19,1,246,,247,
2019-01-04 20:00:00.000000,2019-01-04,20,1,333,,334,
2019-01-04 21:00:00.000000,2019-01-04,21,1,454,,455,
2019-01-04 22:00:00.000000,2019-01-04,22,1,482,,483,
2019-01-04 23:00:00.000000,2019-01-04,23,1,568,,569,
2019-01-05 00:00:00.000000,2019-01-05,0,0,462,,462,
2019-01-05 01:00:00.000000,2019-01-05,1,0,431,,431,
2019-01-05 02:00:00.000000,2019-01-05,2,0,323,,323,
2019-01-05 03:00:00.000000,2019-01-05,3,0,350,,350,
2019-01-05 04:00:00.000000,2019-01-05,4,0,342,,342,
2019-01-05 05:00:00.000000,2019-01-05,5,0,426,,426,
2019-01-05 06:00:00.000000,2019-01-05,6,0,532,,532,
2019-01-05 07:00:00.000000,2019-01-05,7,0,721,,721,
2019-01-05 08:00:00.000000,2019-01-05,8,571,730,,1301,
2019-01-05 09:00:00.000000,2019-01-05,9,1250,875,,2125,
2019-01-05 10:00:00.000000,2019-01-05,10,1966,1283,,3249,
2019-01-05 11:00:00.000000,2019-01-05,11,2384,1063,,3447,
2019-01-05 12:00:00.000000,2019-01-05,12,2459,1156,,3615,
2019-01-05 13:00:00.000000,2019-01-05,13,1796,1514,,3310,
2019-01-05 14:00:00.000000,2019-01-05,14,1239,1606,,2845,
2019-01-05 15:00:00.000000,2019-01-05,15,605,1895,,2500,
2019-01-05 16:00:00.000000,2019-01-05,16,181,1446,,1627,
2019-01-05 17:00:00.000000,2019-01-05,17,4,1531,,1535,
2019-01-05 18:00:00.000000,2019-01-05,18,4,1398,,1402,
2019-01-05 19:00:00.000000,2019-01-05,19,4,1061,,1065,
2019-01-05 20:00:00.000000,2019-01-05,20,4,831,,835,
2019-01-05 21:00:00.000000,2019-01-05,21,4,747,,751,
2019-01-05 22:00:00.000000,2019-01-05,22,4,807,,811,
2019-01-05 23:00:00.000000,2019-01-05,23,4,783,,787,
2019-01-06 00:00:00.000000,2019-01-06,0,0,693,,693,
2019-01-06 01:00:00.000000,2019-01-06,1,0,826,,826,
2019-01-06 02:00:00.000000,2019-01-06,2,0,1174,,1174,
2019-01-06 03:00:00.000000,2019-01-06,3,0,1310,,1310,
2019-01-06 04:00:00.000000,2019-01-06,4,0,1353,,1353,
2019-01-06 05:00:00.000000,2019-01-06,5,0,1649,,1649,
2019-01-06 06:00:00.000000,2019-01-06,6,0,1641,,1641,
2019-01-06 07:00:00.000000,2019-01-06,7,0,1584,,1584,
2019-01-06 08:00:00.000000,2019-01-06,8,1748,1630,,3378,
2019-01-06 09:00:00.000000,2019-01-06,9,4217,1752,,5969,
2019-01-06 10:00:00.000000,2019-01-06,10,5861,1705,,7566,
2019-01-06 11:00:00.000000,2019-01-06,11,6166,2030,,8196,
2019-01-06 12:00:00.000000,2019-01-06,12,5670,2090,,7760,
2019-01-06 13:00:00.000000,2019-01-06,13,5699,2133,,7832,
2019-01-06 14:00:00.000000,2019-01-06,14,5462,2283,,7745,
2019-01-06 15:00:00.000000,2019-01-06,15,4695,2259,,6954,
2019-01-06 16:00:00.000000,2019-01-06,16,1848,2278,,4126,
2019-01-06 17:00:00.000000,2019-01-06,17,16,2345,,2361,
2019-01-06 18:00:00.000000,2019-01-06,18,4,2512,,2516,
2019-01-06 19:00:00.000000,2019-01-06,19,4,2696,,2700,
2019-01-06 20:00:00.000000,2019-01-06,20,4,2423,,2427,
2019-01-06 21:00:00.000000,2019-01-06,21,4,2867,,2871,
2019-01-06 22:00:00.000000,2019-01-06,22,4,2977,,2981,
2019-01-06 23:00:00.000000,2019-01-06,23,4,3311,,3315,
2019-01-07 00:00:00.000000,2019-01-07,0,0,2848,,2848,
2019-01-07 01:00:00.000000,2019-01-07,1,0,3177,,3177,
2019-01-07 02:00:00.000000,2019-01-07,2,0,2885,,2885,
2019-01-07 03:00:00.000000,2019-01-07,3,0,2511,,2511,
2019-01-07 04:00:00.000000,2019-01-07,4,0,1811,,1811,
2019-01-07 05:00:00.000000,2019-01-07,5,0,1348,,1348,
2019-01-07 06:00:00.000000,2019-01-07,6,0,1162,,1162,
2019-01-07 07:00:00.000000,2019-01-07,7,14,1004,,1018,
2019-01-07 08:00:00.000000,2019-01-07,8,1425,896,,2321,
2019-01-07 09:00:00.000000,2019-01-07,9,3658,757,,4415,
2019-01-07 10:00:00.000000,2019-01-07,10,5312,777,,6089,
2019-01-07 11:00:00.000000,2019-01-07,11,6437,745,,7182,
2019-01-07 12:00:00.000000,2019-01-07,12,6564,671,,7235,
2019-01-07 13:00:00.000000,2019-01-07,13,7019,680,,7699,
2019-01-07 14:00:00.000000,2019-01-07,14,7290,563,,7853,
2019-01-07 15:00:00.000000,2019-01-07,15,6241,958,,7199,
2019-01-07 16:00:00.000000,2019-01-07,16,2419,940,,3359,
2019-01-07 17:00:00.000000,2019-01-07,17,104,1493,,1597,
2019-01-07 18:00:00.000000,2019-01-07,18,75,1609,,1684,
2019-01-07 19:00:00.000000,2019-01-07,19,75,1048,,1123,
2019-01-07 20:00:00.000000,2019-01-07,20,75,760,,835,
2019-01-07 21:00:00.000000,2019-01-07,21,75,916,,991,
2019-01-07 22:00:00.000000,2019-01-07,22,75,1166,,1241,
2019-01-07 23:00:00.000000,2019-01-07,23,75,916,,991,
2019-01-08 00:00:00.000000,2019-01-08,0,0,814,,814,
2019-01-08 01:00:00.000000,2019-01-08,1,0,658,,658,
2019-01-08 02:00:00.000000,2019-01-08,2,0,562,,562,
2019-01-08 03:00:00.000000,2019-01-08,3,0,736,,736,
2019-01-08 04:00:00.000000,2019-01-08,4,0,952,,952,
2019-01-08 05:00:00.000000,2019-01-08,5,0,930,,930,
2019-01-08 06:00:00.000000,2019-01-08,6,0,823,,823,
2019-01-08 07:00:00.000000,2019-01-08,7,28,718,,746,
2019-01-08 08:00:00.000000,2019-01-08,8,1894,485,,2379,
2019-01-08 09:00:00.000000,2019-01-08,9,4207,397,,4604,
2019-01-08 10:00:00.000000,2019-01-08,10,5551,446,,5997,
2019-01-08 11:00:00.000000,2019-01-08,11,6240,423,,6663,
2019-01-08 12:00:00.000000,2019-01-08,12,6106,478,,6584,
2019-01-08 13:00:00.000000,2019-01-08,13,5931,364,,6295,
2019-01-08 14:00:00.000000,2019-01-08,14,5465,429,,5894,
2019-01-08 15:00:00.000000,2019-01-08,15,3873,566,,4439,
2019-01-08 16:00:00.000000,2019-01-08,16,1445,344,,1789,
2019-01-08 17:00:00.000000,2019-01-08,17,14,190,,204,
2019-01-08 18:00:00.000000,2019-01-08,18,14,421,,435,
2019-01-08 19:00:00.000000,2019-01-08,19,14,383,,397,
2019-01-08 20:00:00.000000,2019-01-08,20,14,409,,423,
2019-01-08 21:00:00.000000,2019-01-08,21,14,365,,379,
2019-01-08 22:00:00.000000,2019-01-08,22,14,532,,546,
2019-01-08 23:00:00.000000,2019-01-08,23,14,611,,625,
2019-01-09 00:00:00.000000,2019-01-09,0,0,648,,648,
2019-01-09 01:00:00.000000,2019-01-09,1,0,833,,833,
2019-01-09 02:00:00.000000,2019-01-09,2,0,1053,,1053,
2019-01-09 03:00:00.000000,2019-01-09,3,0,1038,,1038,
2019-01-09 04:00:00.000000,2019-01-09,4,0,627,,627,
2019-01-09 05:00:00.000000,2019-01-09,5,0,458,,458,
2019-01-09 06:00:00.000000,2019-01-09,6,0,690,,690,
2019-01-09 07:00:00.000000,2019-01-09,7,1,649,,650,
2019-01-09 08:00:00.000000,2019-01-09,8,2261,691,,2952,
2019-01-09 09:00:00.000000,2019-01-09,9,4976,464,,5440,
2019-01-09 10:00:00.000000,2019-01-09,10,5814,601,,6415,
2019-01-09 11:00:00.000000,2019-01-09,11,5980,450,,6430,
2019-01-09 12:00:00.000000,2019-01-09,12,5946,364,,6310,
2019-01-09 13:00:00.000000,2019-01-09,13,6160,506,,6666,
2019-01-09 14:00:00.000000,2019-01-09,14,5943,503,,6446,
2019-01-09 15:00:00.000000,2019-01-09,15,4171,855,,5026,
2019-01-09 16:00:00.000000,2019-01-09,16,1814,2320,,4134,
2019-01-09 17:00:00.000000,2019-01-09,17,1,2695,,2696,
2019-01-09 18:00:00.000000,2019-01-09,18,1,1559,,1560,
2019-01-09 19:00:00.000000,2019-01-09,19,1,1178,,1179,
2019-01-09 20:00:00.000000,2019-01-09,20,1,1018,,1019,
2019-01-09 21:00:00.000000,2019-01-09,21,1,1081,,1082,
2019-01-09 22:00:00.000000,2019-01-09,22,1,1046,,1047,
2019-01-09 23:00:00.000000,2019-01-09,23,1,917,,918,
2019-01-10 00:00:00.000000,2019-01-10,0,0,1542,,1542,
2019-01-10 01:00:00.000000,2019-01-10,1,0,1784,,1784,
2019-01-10 02:00:00.000000,2019-01-10,2,0,1705,,1705,
2019-01-10 03:00:00.000000,2019-01-10,3,0,1279,,1279,
2019-01-10 04:00:00.000000,2019-01-10,4,0,1436,,1436,
2019-01-10 05:00:00.000000,2019-01-10,5,0,1597,,1597,
2019-01-10 06:00:00.000000,2019-01-10,6,0,1607,,1607,
2019-01-10 07:00:00.000000,2019-01-10,7,0,1521,,1521,
2019-01-10 08:00:00.000000,2019-01-10,8,2305,1364,,3669,
2019-01-10 09:00:00.000000,2019-01-10,9,5361,941,,6302,
2019-01-10 10:00:00.000000,2019-01-10,10,6684,591,,7275,
2019-01-10 11:00:00.000000,2019-01-10,11,7174,493,,7667,
2019-01-10 12:00:00.000000,2019-01-10,12,7250,561,,7811,
2019-01-10 13:00:00.000000,2019-01-10,13,7700,432,,8132,
2019-01-10 14:00:00.000000,2019-01-10,14,7639,443,,8082,
2019-01-10 15:00:00.000000,2019-01-10,15,6525,448,,6973,
2019-01-10 16:00:00.000000,2019-01-10,16,2713,477,,3190,
2019-01-10 17:00:00.000000,2019-01-10,17,45,479,,524,
2019-01-10 18:00:00.000000,2019-01-10,18,1,436,,437,
2019-01-10 19:00:00.000000,2019-01-10,19,1,485,,486,
2019-01-10 20:00:00.000000,2019-01-10,20,1,443,,444,
2019-01-10 21:00:00.000000,2019-01-10,21,1,434,,435,
2019-01-10 22:00:00.000000,2019-01-10,22,1,419,,420,
2019-01-10 23:00:00.000000,2019-01-10,23,1,480,,481,
2019-01-11 00:00:00.000000,2019-01-11,0,0,447,,447,
2019-01-11 01:00:00.000000,2019-01-11,1,0,452,,452,
2019-01-11 02:00:00.000000,2019-01-11,2,0,432,,432,
2019-01-11 03:00:00.000000,2019-01-11,3,0,516,,516,
2019-01-11 04:00:00.000000,2019-01-11,4,0,568,,568,
2019-01-11 05:00:00.000000,2019-01-11,5,0,705,,705,
2019-01-11 06:00:00.000000,2019-01-11,6,0,461,,461,
2019-01-11 07:00:00.000000,2019-01-11,7,36,502,,538,
2019-01-11 08:00:00.000000,2019-01-11,8,1780,590,,2370,
2019-01-11 09:00:00.000000,2019-01-11,9,3997,646,,4643,
2019-01-11 10:00:00.000000,2019-01-11,10,5391,626,,6017,
2019-01-11 11:00:00.000000,2019-01-11,11,5666,661,,6327,
2019-01-11 12:00:00.000000,2019-01-11,12,5815,622,,6437,
2019-01-11 13:00:00.000000,2019-01-11,13,5868,972,,6840,
2019-01-11 14:00:00.000000,2019-01-11,14,4632,916,,5548,
2019-01-11 15:00:00.000000,2019-01-11,15,3386,833,,4219,
2019-01-11 16:00:00.000000,2019-01-11,16,2340,786,,3126,
2019-01-11 17:00:00.000000,2019-01-11,17,16,1067,,1083,
2019-01-11 18:00:00.000000,2019-01-11,18,16,955,,971,
2019-01-11 19:00:00.000000,2019-01-11,19,16,1318,,1334,
2019-01-11 20:00:00.000000,2019-01-11,20,16,1630,,1646,
2019-01-11 21:00:00.000000,2019-01-11,21,16,1316,,1332,
2019-01-11 22:00:00.000000,2019-01-11,22,16,1482,,1498,
2019-01-11 23:00:00.000000,2019-01-11,23,16,1391,,1407,
2019-01-12 00:00:00.000000,2019-01-12,0,0,1418,,1418,
2019-01-12 01:00:00.000000,2019-01-12,1,0,1388,,1388,
2019-01-12 02:00:00.000000,2019-01-12,2,0,1066,,1066,
2019-01-12 03:00:00.000000,2019-01-12,3,0,793,,793,
2019-01-12 04:00:00.000000,2019-01-12,4,0,827,,827,
2019-01-12 05:00:00.000000,2019-01-12,5,0,691,,691,
2019-01-12 06:00:00.000000,2019-01-12,6,0,528,,528,
2019-01-12 07:00:00.000000,2019-01-12,7,7,637,,644,
2019-01-12 08:00:00.000000,2019-01-12,8,751,644,,1395,
2019-01-12 09:00:00.000000,2019-01-12,9,2158,611,,2769,
2019-01-12 10:00:00.000000,2019-01-12,10,4124,583,,4707,
2019-01-12 11:00:00.000000,2019-01-12,11,4152,508,,4660,
2019-01-12 12:00:00.000000,2019-01-12,12,5166,524,,5690,
2019-01-12 13:00:00.000000,2019-01-12,13,4250,618,,4868,
2019-01-12 14:00:00.000000,2019-01-12,14,3877,834,,4711,
2019-01-12 15:00:00.000000,2019-01-12,15,2960,728,,3688,
2019-01-12 16:00:00.000000,2019-01-12,16,1182,805,,1987,
2019-01-12 17:00:00.000000,2019-01-12,17,55,640,,695,
2019-01-12 18:00:00.000000,2019-01-12,18,26,725,,751,
2019-01-12 19:00:00.000000,2019-01-12,19,13,640,,653,
2019-01-12 20:00:00.000000,2019-01-12,20,13,508,,521,
2019-01-12 21:00:00.000000,2019-01-12,21,13,387,,400,
2019-01-12 22:00:00.000000,2019-01-12,22,13,332,,345,
2019-01-12 23:00:00.000000,2019-01-12,23,13,262,,275,
2019-01-13 00:00:00.000000,2019-01-13,0,0,387,,387,
2019-01-13 01:00:00.000000,2019-01-13,1,0,329,,329,
2019-01-13 02:00:00.000000,2019-01-13,2,0,303,,303,
2019-01-13 03:00:00.000000,2019-01-13,3,0,303,,303,
2019-01-13 04:00:00.000000,2019-01-13,4,0,268,,268,
2019-01-13 05:00:00.000000,2019-01-13,5,0,339,,339,
2019-01-13 06:00:00.000000,2019-01-13,6,0,358,,358,
2019-01-13 07:00:00.000000,2019-01-13,7,9,471,,480,
2019-01-13 08:00:00.000000,2019-01-13,8,2797,381,,3178,
2019-01-13 09:00:00.000000,2019-01-13,9,6548,414,,6962,
2019-01-13 10:00:00.000000,2019-01-13,10,6951,420,,7371,
2019-01-13 11:00:00.000000,2019-01-13,11,7168,592,,7760,
2019-01-13 12:00:00.000000,2019-01-13,12,6593,807,,7400,
2019-01-13 13:00:00.000000,2019-01-13,13,6447,747,,7194,
2019-01-13 14:00:00.000000,2019-01-13,14,5584,753,,6337,
2019-01-13 15:00:00.000000,2019-01-13,15,3712,812,,4524,
2019-01-13 16:00:00.000000,2019-01-13,16,1156,626,,1782,
2019-01-13 17:00:00.000000,2019-01-13,17,124,563,,687,
2019-01-13 18:00:00.000000,2019-01-13,18,99,589,,688,
2019-01-13 19:00:00.000000,2019-01-13,19,99,762,,861,
2019-01-13 20:00:00.000000,2019-01-13,20,99,1012,,1111,
2019-01-13 21:00:00.000000,2019-01-13,21,99,1100,,1199,
2019-01-13 22:00:00.000000,2019-01-13,22,99,1229,,1328,
2019-01-13 23:00:00.000000,2019-01-13,23,99,1155,,1254,
2019-01-14 00:00:00.000000,2019-01-14,0,0,1202,,1202,
2019-01-14 01:00:00.000000,2019-01-14,1,0,1345,,1345,
2019-01-14 02:00:00.000000,2019-01-14,2,0,1597,,1597,
2019-01-14 03:00:00.000000,2019-01-14,3,0,1454,,1454,
2019-01-14 04:00:00.000000,2019-01-14,4,0,1659,,1659,
2019-01-14 05:00:00.000000,2019-01-14,5,0,1787,,1787,
2019-01-14 06:00:00.000000,2019-01-14,6,0,1789,,1789,
2019-01-14 07:00:00.000000,2019-01-14,7,2,1857,,1859,
2019-01-14 08:00:00.000000,2019-01-14,8,700,1574,,2274,
2019-01-14 09:00:00.000000,2019-01-14,9,1735,1999,,3734,
2019-01-14 10:00:00.000000,2019-01-14,10,1753,2033,,3786,
2019-01-14 11:00:00.000000,2019-01-14,11,1930,1647,,3577,
2019-01-14 12:00:00.000000,2019-01-14,12,1891,1136,,3027,
2019-01-14 13:00:00.000000,2019-01-14,13,1795,1451,,3246,
2019-01-14 14:00:00.000000,2019-01-14,14,1139,1179,,2318,
2019-01-14 15:00:00.000000,2019-01-14,15,993,855,,1848,
2019-01-14 16:00:00.000000,2019-01-14,16,397,673,,1070,
2019-01-14 17:00:00.000000,2019-01-14,17,1,860,,861,
2019-01-14 18:00:00.000000,2019-01-14,18,1,1152,,1153,
2019-01-14 19:00:00.000000,2019-01-14,19,1,940,,941,
2019-01-14 20:00:00.000000,2019-01-14,20,1,937,,938,
2019-01-14 21:00:00.000000,2019-01-14,21,1,744,,745,
2019-01-14 22:00:00.000000,2019-01-14,22,1,610,,611,
2019-01-14 23:00:00.000000,2019-01-14,23,1,628,,629,
2019-01-15 00:00:00.000000,2019-01-15,0,0,666,,666,
2019-01-15 01:00:00.000000,2019-01-15,1,0,742,,742,
2019-01-15 02:00:00.000000,2019-01-15,2,0,760,,760,
2019-01-15 03:00:00.000000,2019-01-15,3,0,859,,859,
2019-01-15 04:00:00.000000,2019-01-15,4,0,860,,860,
2019-01-15 05:00:00.000000,2019-01-15,5,0,988,,988,
2019-01-15 06:00:00.000000,2019-01-15,6,0,1240,,1240,
2019-01-15 07:00:00.000000,2019-01-15,7,0,1181,,1181,
2019-01-15 08:00:00.000000,2019-01-15,8,296,1293,,1589,
2019-01-15 09:00:00.000000,2019-01-15,9,790,1361,,2151,
2019-01-15 10:00:00.000000,2019-01-15,10,1544,1078,,2622,
2019-01-15 11:00:00.000000,2019-01-15,11,1529,1360,,2889,
2019-01-15 12:00:00.000000,2019-01-15,12,1710,1230,,2940,
2019-01-15 13:00:00.000000,2019-01-15,13,2473,1171,,3644,
2019-01-15 14:00:00.000000,2019-01-15,14,2319,1276,,3595,
2019-01-15 15:00:00.000000,2019-01-15,15,1731,1315,,3046,
2019-01-15 16:00:00.000000,2019-01-15,16,881,1464,,2345,
2019-01-15 17:00:00.000000,2019-01-15,17,4,1289,,1293,
2019-01-15 18:00:00.000000,2019-01-15,18,4,1433,,1437,
2019-01-15 19:00:00.000000,2019-01-15,19,4,1720,,1724,
2019-01-15 20:00:00.000000,2019-01-15,20,4,1535,,1539,
2019-01-15 21:00:00.000000,2019-01-15,21,4,1133,,1137,
2019-01-15 22:00:00.000000,2019-01-15,22,4,948,,952,
2019-01-15 23:00:00.000000,2019-01-15,23,4,829,,833,
2019-01-16 00:00:00.000000,2019-01-16,0,0,1104,,1104,
2019-01-16 01:00:00.000000,2019-01-16,1,0,1143,,1143,
2019-01-16 02:00:00.000000,2019-01-16,2,0,1255,,1255,
2019-01-16 03:00:00.000000,2019-01-16,3,0,1336,,1336,
2019-01-16 04:00:00.000000,2019-01-16,4,0,1528,,1528,
2019-01-16 05:00:00.000000,2019-01-16,5,0,1797,,1797,
2019-01-16 06:00:00.000000,2019-01-16,6,0,1851,,1851,
2019-01-16 07:00:00.000000,2019-01-16,7,8,1434,,1442,
2019-01-16 08:00:00.000000,2019-01-16,8,1536,1104,,2640,
2019-01-16 09:00:00.000000,2019-01-16,9,3508,1015,,4523,
2019-01-16 10:00:00.000000,2019-01-16,10,4089,1311,,5400,
2019-01-16 11:00:00.000000,2019-01-16,11,4599,1368,,5967,
2019-01-16 12:00:00.000000,2019-01-16,12,4708,1076,,5784,
2019-01-16 13:00:00.000000,2019-01-16,13,4129,1335,,5464,
2019-01-16 14:00:00.000000,2019-01-16,14,4117,1644,,5761,
2019-01-16 15:00:00.000000,2019-01-16,15,3137,2050,,5187,
2019-01-16 16:00:00.000000,2019-01-16,16,1311,2158,,3469,
2019-01-16 17:00:00.000000,2019-01-16,17,26,1968,,1994,
2019-01-16 18:00:00.000000,2019-01-16,18,1,1715,,1716,
2019-01-16 19:00:00.000000,2019-01-16,19,1,1763,,1764,
2019-01-16 20:00:00.000000,2019-01-16,20,1,1630,,1631,
2019-01-16 21:00:00.000000,2019-01-16,21,1,1538,,1539,
2019-01-16 22:00:00.000000,2019-01-16,22,1,1486,,1487,
2019-01-16 23:00:00.000000,2019-01-16,23,1,1670,,1671,
2019-01-17 00:00:00.000000,2019-01-17,0,0,1785,,1785,
2019-01-17 01:00:00.000000,2019-01-17,1,0,2119,,2119,
2019-01-17 02:00:00.000000,2019-01-17,2,0,2341,,2341,
2019-01-17 03:00:00.000000,2019-01-17,3,0,2073,,2073,
2019-01-17 04:00:00.000000,2019-01-17,4,0,1541,,1541,
2019-01-17 05:00:00.000000,2019-01-17,5,0,1265,,1265,
2019-01-17 06:00:00.000000,2019-01-17,6,0,1152,,1152,
2019-01-17 07:00:00.000000,2019-01-17,7,44,1266,,1310,
2019-01-17 08:00:00.000000,2019-01-17,8,721,1892,,2613,
2019-01-17 09:00:00.000000,2019-01-17,9,1816,1486,,3302,
2019-01-17 10:00:00.000000,2019-01-17,10,3209,2078,,5287,
2019-01-17 11:00:00.000000,2019-01-17,11,3093,2161,,5254,
2019-01-17 12:00:00.000000,2019-01-17,12,2568,2107,,4675,
2019-01-17 13:00:00.000000,2019-01-17,13,2707,3230,,5937,
2019-01-17 14:00:00.000000,2019-01-17,14,2480,3324,,5804,
2019-01-17 15:00:00.000000,2019-01-17,15,922,2615,,3537,
2019-01-17 16:00:00.000000,2019-01-17,16,708,2135,,2843,
2019-01-17 17:00:00.000000,2019-01-17,17,10,2227,,2237,
2019-01-17 18:00:00.000000,2019-01-17,18,10,2640,,2650,
2019-01-17 19:00:00.000000,2019-01-17,19,10,3008,,3018,
2019-01-17 20:00:00.000000,2019-01-17,20,10,2922,,2932,
2019-01-17 21:00:00.000000,2019-01-17,21,10,3288,,3298,
2019-01-17 22:00:00.000000,2019-01-17,22,10,3334,,3344,
2019-01-17 23:00:00.000000,2019-01-17,23,10,3399,,3409,
